,name,year,imdb,number_votes,age_rating,runtime,genres,directors,actors
924,Rise of the Teenage Mutant Ninja Turtles,(2018– ),5.1,1904,none,22,"Animation, Short, Action",Ben Schwartz,"Brandon Mychal Smith, Omar Benson Miller, Josh Brener, none"
925,Ölene Kadar,(2017),7.4,1904,none,120,Drama,Engin Akyürek,"Fahriye Evcen Özçivit, Gülcan Arslan, Sarp Levendoglu, none"
926,The Joel McHale Show with Joel McHale,(2018– ),7.2,1903,none,30,Comedy,Joel McHale,"Paul Feig, Brad Stevens, Dominic DeLeo, none"
927,Criminal: Espanha,(2019– ),6.9,1898,none,40,"Crime, Drama",Emma Suárez,"Jorge Bosch, Álvaro Cervantes, María Morales, none"
928,Bonusfamiljen,(2017– ),7.7,1897,none,44,"Comedy, Drama",Vera Vitali,"Erik Johansson, Petra Mede, Fredrik Hallgren, none"
929,Moonbeam City,(2015),6.9,1889,none,22,"Animation, Comedy, Mystery",Elizabeth Banks,"Will Forte, Rob Lowe, Kate Mara, none"
930,Kobayashi-san Chi No Maid Dragon,(2017),7.7,1884,14,24,"Animation, Comedy, Fantasy",Mutsumi Tamura,"Yuuki Kuwahara, Maria Naganawa, Kerstin Julia Dietrich, none"
931,Pandora,(2019– ),3.9,1883,none,42,"Action, Drama, Sci-Fi",Priscilla Quintana,"Oliver Dench, Raechelle Banno, Ben Radcliffe, none"
932,Dolunay,(2017),6.8,1881,none,120,"Comedy, Romance",Özge Gürel,"Can Yaman, Hakan Kurtas, Necip Memili, none"
933,Shots Fired,(2017),6.4,1881,none,43,"Crime, Drama",Sanaa Lathan,"Stephan James, Stephen Moyer, Will Patton, none"
934,Caçando Hitler,(2015– ),7.5,1871,none,42,"Documentary, History",Dave Hoffman,"Robert Baer, Tim Kennedy, Lenny DePaul, none"
935,Paquita Salas,(2016– ),8.0,1870,none,none,Comedy,Brays Efe,"Belén Cuesta, Lidia San José, Álex de Lucas, none"
936,Chelsea,(2016– ),6.1,1864,none,30,"Comedy, Talk-Show",Chelsea Handler,"Jeff Wild, Daniel Maurio, Bryce McLeay, none"
937,Love Island,(2015– ),5.1,1859,none,60,"Reality-TV, Romance",Iain Stirling,"Caroline Flack, Alexandra Cane, Alex Miller, none"
938,BOSS: Baap of Special Services,(2019– ),8.2,1859,none,30,Action,Karan Singh Grover,"Sagarika Ghatge, Ashmita Kaur Bakshi, Gaurav Gera, none"
939,Strangers,(2018– ),6.3,1856,none,60,"Crime, Drama, Thriller",John Simm,"Anthony Chau-Sang Wong, Katie Leung, Rosalind Halstead, none"
940,Crowded,(2016),6.4,1849,none,21,Comedy,Patrick Warburton,"Carrie Preston, Miranda Cosgrove, Mia Serafino, none"
941,Little Witch Academia,(2017),8.0,1844,none,25,"Animation, Comedy, Family",Megumi Han,"Erica Mendez, Alexis Nichols, Fumiko Orikasa, none"
942,I Am a Killer,(2018),7.5,1843,none,52,"Documentary, Crime",Reece Putinas,"Deandra Buchanan, Asher Carter, Justin Dickens, none"
943,Hidden,(2018– ),7.1,1836,none,60,"Crime, Drama, Mystery",Sian Reese-Williams,"Sion Alun Davies, Victoria Pugh, Nia Roberts, none"
944,Tiempos de guerra,(2017),7.7,1836,none,70,"Drama, War",Amaia Salamanca,"Álex García, Verónica Sánchez, Álex Gadea, none"
945,Mum,(2016–2019),8.2,1836,none,30,Comedy,Lesley Manville,"Peter Mullan, Sam Swainsbury, Lisa McGrillis, none"
946,Traitors,(2019– ),6.5,1835,none,60,Thriller,Emma Appleton,"Luke Treadaway, Michael Stuhlbarg, Keeley Hawes, none"
947,Bancroft,(2017– ),6.7,1835,none,60,"Crime, Drama, Mystery",Sarah Parish,"Ryan McKen, Adam Long, Lee Boardman, none"
948,Jerks,(2017– ),8.4,1833,none,22,Comedy,Christian Ulmen,"Fahri Yardim, Pheline Roggan, Collien Ulmen-Fernandes, none"
949,Bless This Mess,(2019– ),6.5,1832,none,30,Comedy,Dax Shepard,"Lake Bell, David Koechner, JT Neal, none"
950,Roboti Aniya,(2017–2018),8.0,1828,none,35,"Comedy, Romance, Sci-Fi",Seung-eon Hwang,"Se-wan Park, Seung-ho Yoo, Soo-bin Chae, none"
951,Bulletproof,(2018– ),6.1,1820,none,60,"Action, Comedy, Crime",Jason Maza,"David Elliot, Olivia Chenery, Hiten Patel, none"
952,Doubt,(2017),5.5,1816,none,42,Drama,Katherine Heigl,"Dulé Hill, Laverne Cox, Dreama Walker, none"
953,Sweet/Vicious,(2016–2017),7.7,1813,none,38,"Action, Comedy, Crime",Eliza Bennett,"Taylor Dearden, Brandon Mychal Smith, Nick Fink, none"
954,Gandii Baat,(2018– ),3.7,1812,none,40,"Crime, Drama, Thriller",Vikas Verma,"Neetha Shetty, Mrinalini Tyagi, Rohit Choudhury, none"
955,Greatest Events of WWII in Colour,(2019– ),8.8,1811,none,50,"Documentary, History, War",Derek Jacobi,"Geoffrey Wawro, James Holland, Saul David, none"
956,Ultimate Beastmaster,(2017– ),7.3,1811,none,55,"Game-Show, Reality-TV",Tiki Barber,"Rafinha Bastos, Luis Ernesto Franco, Inés Sainz, none"
957,Booo: Sabki Phategi,(2019– ),7.3,1807,none,20,"Comedy, Horror",Tusshar Kapoor,"Mallika Sherawat, Krishna Abhishek, Sanjay Mishra, none"
958,The Same Sky,(2017– ),7.5,1805,none,120,"Drama, Thriller",Tom Schilling,"Sofia Helin, Friederike Becht, Ben Becker, none"
959,Friday Five Sharp,(2015– ),9.9,1803,none,none,Comedy,Kitodar Todorov,"none, none, none, none"
960,HarmonQuest,(2016– ),8.3,1802,none,23,"Animation, Adventure, Comedy",Dan Harmon,"Spencer Crittenden, Jeff Bryan Davis, Erin McGathy, none"
961,Gåsmamman,(2015– ),7.5,1800,none,45,Thriller,Alexandra Rapaport,"Clara Christiansson, Edvin Ryding, Joel Lützow, none"
962,Coldd Lassi Aur Chicken Masala,(2019– ),8.5,1797,none,30,Romance,Divyanka Tripathi,"Rajeev Khandelwal, Barkha Sengupta, Maninee Mishra, none"
963,Alhambeura Goongjeonui Chooeok,(2018– ),7.8,1793,none,60,"Drama, Romance, Sci-Fi",Shin-Hye Park,"Hyun Bin, Jin-Woong Min, Park Hoon, none"
964,Just Add Magic,(2015– ),8.2,1787,none,27,"Comedy, Family, Fantasy",Olivia Sanabia,"Abby Donnelly, Aubrey K. Miller, Judah Bellamy, none"
965,"Ssam, Maiwei",(2017),8.1,1786,none,70,"Comedy, Romance",Seo-joon Park,"Ji-won Kim, Jae-hong Ahn, Ha-Yoon Song, none"
966,"Alex, Inc.",(2018),5.7,1773,none,30,Comedy,Zach Braff,"Tiya Sircar, Hillary Anne Matthews, Elisha Henig, none"
967,Sifir Bir,(2016–2019),8.3,1772,none,45,"Action, Crime, Drama",Savas Satis,"Burak Sahin, Onur Akbay, Bertan Uçar, none"
968,Will,(2017),6.8,1771,none,60,Drama,Laurie Davidson,"Olivia DeJonge, Ewen Bremner, Mattias Inwood, none"
969,Drifters,(2016– ),7.8,1770,none,24,"Animation, Action, Adventure",Justin Briner,"Jacob Browning, Josh Grelle, Mikaela Krantz, none"
970,Criminal: França,(2019– ),7.2,1768,none,39,"Crime, Drama",Margot Bancilhon,"Laurent Lucas, Stéphane Jobert, Anne Azoulay, none"
971,Uspjeh,(2019– ),8.0,1767,none,50,"Crime, Drama",Uliks Fehmiu,"Filip Mayer, Iva Mihalic, Ivana Roscic, none"
972,The Village,(2019),7.4,1755,none,60,Drama,Moran Atias,"Dominic Chianese, Warren Christie, Frankie Faison, none"
973,The Break with Michelle Wolf,(2018– ),5.2,1750,none,none,Comedy,Michelle Wolf,"D.J. Jer-z, Michael Hartney, Evan Kaufman, none"
974,Case,(2015– ),7.2,1748,none,45,"Crime, Drama, Mystery",Steinunn Ólína Þorsteinsdóttir,"Magnús Jónsson, Birna Rún Eiríksdóttir, Elma Stefania Agustsdottir, none"
975,TVF Bachelors,(2016– ),8.3,1744,none,none,Comedy,Jasmeet Singh Bhatia,"Shivankit Singh Parihar, Gopal Dutt, Badri Chavan, none"
976,Ben 10,(2016– ),2.5,1740,none,12,"Animation, Short, Action",Montse Hernandez,"Tara Strong, David Kaye, Roger Craig Smith, none"
977,The Comedians,(2015),6.7,1740,none,22,Comedy,Billy Crystal,"Josh Gad, Stephnie Weir, Matt Oberg, none"
978,Mission Over Mars,(2019– ),8.9,1739,none,21,"Drama, History",Sakshi Tanwar,"Mona Singh, Nidhi Singh, Palomi Ghosh, none"
979,No Good Nick,(2019),5.8,1731,none,30,"Comedy, Family",Siena Agudong,"Lauren Lindsey Donzis, Kalama Epstein, Sean Astin, none"
980,Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai,(2018– ),8.0,1731,none,24,"Animation, Drama, Fantasy",Kaito Ishikawa,"Asami Seto, Yurika Kubo, Atsumi Tanezaki, none"
981,Fittrat,(2019– ),8.9,1723,none,25,"Drama, Romance",Jan Kamar,"Krystle D'Souza, Aditya Seal, Anushka Ranjan, none"
982,Andi Mack,(2017–2019),7.3,1720,none,25,"Comedy, Family",Peyton Elizabeth Lee,"Joshua Rush, Sofia Wylie, Asher Angel, none"
983,The Collection,(2016– ),7.1,1718,none,60,"Drama, History, Romance",Richard Coyle,"Mamie Gummer, Tom Riley, Alix Poisson, none"
984,Bap Jal Sajuneun Yeppeun Nuna,(2018),8.2,1715,none,75,"Drama, Romance",Ye-jin Son,"Hae-In Jung, Min-Kyung Joo, So-yeon Jang, none"
985,Soosanghan Pateuneo,(2017),8.0,1706,none,30,"Comedy, Crime, Romance",Tae-Joon Choi,"Chang-Wook Ji, Ju-hyeong Jin, Ji-Hyun Nam, none"
986,Blinded by the Lights,(2018– ),7.8,1706,none,60,"Crime, Drama",Kamil Nozynski,"Jan Frycz, Robert Wieckiewicz, Janusz Chabior, none"
987,"Seven Worlds, One Planet",(2019– ),9.5,1705,none,407,Documentary,David Attenborough,"Peter Drost, none, none, none"
988,All or Nothing: A Season with the Arizona Cardinals,(2016– ),8.6,1705,none,50,"Reality-TV, Sport",Michael Bidwill,"Steve Keim, Bruce Arians, Carson Palmer, none"
989,Hai to gensô no Grimgar,(2016– ),7.5,1704,none,24,"Animation, Adventure, Drama",Ricco Fajardo,"Jarrod Greene, Orion Pitts, Jeannie Tirado, none"
990,Reprisal,(2019– ),7.5,1702,none,51,"Crime, Drama, Thriller",Abigail Spencer,"Rodrigo Santoro, Mena Massoud, Madison Davenport, none"
991,1992,(2015– ),7.5,1701,none,none,Drama,Stefano Accorsi,"Guido Caprino, Miriam Leone, Domenico Diele, none"
992,Loudermilk,(2017– ),7.6,1700,none,30,Comedy,Ron Livingston,"Will Sasso, Anja Savcic, Jackie Flynn, none"
993,All Rise,(2019– ),6.3,1700,none,44,Drama,Simone Missick,"Wilson Bethel, Jessica Camacho, J. Alex Brinson, none"
994,Sen Anlat Karadeniz,(2018–2019),5.8,1696,none,150,Drama,Ulas Tuna Astepe,"Irem Helvacioglu, Sinan Tuzcu, Öykü Gürman, none"
995,The Masked Singer,(2019– ),6.4,1693,none,60,"Game-Show, Music, Reality-TV",Nick Cannon,"Ken Jeong, Jenny McCarthy, Nicole Scherzinger, none"
996,Medically Yourrs,(2019– ),8.8,1693,none,none,Drama,Shantanu Maheshwari,"Radhey Lotwala, Priyanka Arya, Shruti Bapna, none"
997,Vida,(2018– ),7.1,1691,none,35,Drama,Melissa Barrera,"Mishel Prada, Ser Anzoategui, Chelsea Rendon, none"
998,Você Radical,(2019– ),6.7,1691,10,20,"Adventure, Reality-TV",Bear Grylls,"none, none, none, none"
999,When Heroes Fly,(2018– ),7.3,1690,none,45,"Action, Drama",Tomer Capon,"Ninet Tayeb, Michael Aloni, Nadav Netz, none"
